Naam aanvrager,Vestigingsplaats,Toegekend bedrag,PDF pagina
TGH BOERAKKER,WEZEP,31.152,701
TGO UDEN,UDEN,4.232,701
TH HOEKSTRA,GRONINGEN,1.932,701
TH LEK TUINBOUWARTIKELEN B.V.,TER AAR,17.968,701
TH. C. HOOGENBOOM & ZN. B.V.,ROELOFARENDSVEEN,31.064,701
TH. DE MOOIJ B.V.,OEGSTGEEST,3.548,701
TH. J. VAN ZANTEN B.V.,JULIANADORP,656,701
TH. J. WOUTERS JR. B.V.,DORDRECHT,23.896,701
TH. PALINCKX AUTODEMONTAGEBEDRIJF V.O.F.,HILVARENBEEK,880,701
TH. VAN DE VORST B.V.,EINDHOVEN,28.428,701
TH. VAN LEEUWEN HORECA EXPLOITATIE B.V.,DELFT,16.032,701
TH. WIJNEN-LEERS SPEELAUTOMATEN BV,HEERLEN,16.016,701
TH. WORTELBOER B.V.,HEUMEN,9.312,701
TH.M. KOERNTJES B.V.,LICHTENVOORDE,25.088,701
TH.RUTTEN EN ZN AUTOBEDRIJF B.V.,WIJCHEN,8.520,701
THAESIS B.V.,UTRECHT,42.512,701
THAI FROM SKY B.V.,AMSTELVEEN,24.336,701
THAILAND TRAVEL B.V.,ROTTERDAM,13.444,701
THAKOER,"'S-GRAVENHAGE",2.512,701
THALEN,AMSTERDAM,11.652,702
THALENS PPS B.V.,DROUWENERMOND,51.872,702
THANX V.O.F.,MIJDRECHT,2.176,702
THARSIS CONSULTANCY B.V.,UTRECHT,8.364,702
THB GROEP B.V.,BORNE,17.344,702
THE 25TH HOUR B.V.,ROTTERDAM,4.536,702
THE ACCOUNTING COMPANY B.V.,ZEVENBERGEN,18.784,702
THE ADMIN PEOPLE B.V.,WOERDEN,126.668,702
THE ADVENTURE B.V.,"'S-HERTOGENBOSCH",129.268,702
THE ALBUS B.V.,AMSTERDAM,222.612,702
THE ALFRED HOTEL B.V.,AMSTERDAM,92.756,702
THE ALIBI V.O.F.,AMSTERDAM,5.304,702
THE AMERICAN DREAM AMSTERDAM FOOD B.V.,AMSTERDAM,43.852,702
THE AMSTEL HORSEHOTEL B.V.,AMSTELVEEN,14.228,702
THE APPEAL COMPANY B.V.,AMSTERDAM,6.020,702
THE ART GROUP B.V.,DEVENTER,31.144,702
THE ART HOTEL B.V.,ROTTERDAM,52.376,702
THE ART OF LIGHT B.V.,VEGHEL,50.336,702
THE ASIA CONNECTION B.V.,AMSTERDAM,50.444,702
THE ASTRONOMICAL WATCH ATELIER B.V.,HEERENVEEN,47.420,702
THE ATHLETIC CLUB AMSTERDAM CENTRUM B.V.,AMSTERDAM,15.780,702
THE AVOCADO SHOW B.V.,AMSTERDAM,79.180,702
THE AVOCADO SHOW HOLDING B.V.,AMSTERDAM,38.232,702
THE AVOCADO SHOW KEIZERSGRACHT B.V.,AMSTERDAM,63.104,702
THE AVOCADO SHOW WILLEMSPARK B.V.,AMSTERDAM,22.436,702
THE AWARD COMPANY B.V.,RIJEN,131.048,702
THE BACKBONE B.V.,HENGELO OV,103.488,702
THE BADGER COMPANY B.V.,HOOGVLIET ROTTERDAM,28.592,702
THE BAGHOUSE B.V.,GOUDA,3.492,702
THE BAMBOO ROOM,HOORN NH,14.148,702
"THE BARON'S LODGE B.V.","'S-HERTOGENBOSCH",2.692,702
THE BASKET AMSTERDAM B.V.,AMSTERDAM,26.956,702
THE BASKET UITHOF B.V.,BUNNIK,21.676,702
THE BEACH B.V.,AALSMEER,80.340,702
THE BEST SOCIAL B.V.,AMSTERDAM,64.368,702
THE BEVERAGE COMPANY B.V.,IJMUIDEN,7.736,702
THE BIM ENGINEERS B.V.,KAMPEN,27.516,702
THE BLEND 41 B.V.,AMSTERDAM,21.116,702
THE BLUE FACTOR B.V.,GOES,25.340,702
THE BLUE HOUR B.V.,"'S-GRAVENHAGE",22.932,702
THE BLUE LYNX GROUP B.V.,"'S-GRAVENHAGE",46.984,702
THE BOOMINCOLORS GROUP B.V.,RIJSWIJK ZH,4.492,702
THE BOOTCLUB B.V.,AMSTERDAM,4.840,702
THE BOTTOM OF THE SEA B.V.,EMMELOORD,10.980,702
THE BOX COMPANY B.V.,BREDA,31.592,702
THE BRAND EDITORS B.V.,AMSTERDAM-DUIVENDRECHT,29.936,702
THE BRAVE NEW NOW B.V.,AMSTERDAM,26.708,702
THE BREAKFAST CLUB B.V.,AMSTERDAM,36.496,702
THE BRITISH COUNCIL,AMSTERDAM,87.292,702
THE BROWN PAPER COMPANY B.V.,ROTTERDAM,25.104,702
THE BROWN PAPER COMPANY B.V.,ROTTERDAM,16.708,702
THE BULLDOG B.V.,AMSTERDAM,58.724,702
THE BULLDOG B.V.,AMSTERDAM,32.712,702
THE BULLDOG B.V.,AMSTERDAM,23.788,702
THE BULLDOG HOTEL B.V.,AMSTERDAM,140.528,702
THE BUNNY BUNNY BAR B.V.,AMSTERDAM,20.476,702
THE BUSHDOCTER B.V.,AMSTERDAM,57.436,702
THE BUSINESS INNOVATION GROUP UNLIMITED B.V.,AMERSFOORT,31.696,702
THE BUTCHER WEST OPERATIONS B.V.,AMSTERDAM,100.360,702
THE CALL CENTER COMPANY B.V.,BILTHOVEN,26.088,702
THE CAN BAR,AMSTERDAM,1.024,702
"THE CAPTAIN'S COFFEE B.V.",HULST,3.176,702
THE CARGO CONTROL COMPANY B.V.,TIEL,71.200,702
THE CHAIN COMPANY B.V.,HENGELO OV,30.840,702
THE CHANGE STUDIO B.V.,UTRECHT,12.144,702
THE CHOICE B.V.,AMSTERDAM,31.704,702
THE CINEMA KIDS B.V.,ALMERE,14.008,702
THE CITY STREET SPA B.V.,AMSTERDAM,13.444,702
THE CLOTHED PRODUCTIONS B.V.,EEFDE,13.600,702
THE CLUBHOUSE B.V.,OOSTBURG,23.912,702
THE COLLEGE HOTEL EXPLOITATIE B.V.,LIJNDEN,131.552,702
THE COLOUR KITCHEN ON TOUR B.V.,UTRECHT,19.684,702
THE COLOUR KITCHEN ON TOUR B.V.,UTRECHT,16.456,703
THE COLOUR KITCHEN UTRECHT B.V.,UTRECHT,78.436,703
THE COMMONS AMSTERDAM CITY B.V.,AMSTERDAM,137.484,703
THE COMMONS AMSTERDAM WEST B.V.,AMSTERDAM,49.364,703
THE COMMONS DEN HAAG B.V.,"'S-GRAVENHAGE",36.328,703
THE COMMONS EINDHOVEN B.V.,EINDHOVEN,49.128,703
THE COMMONS GRONINGEN B.V.,GRONINGEN,38.192,703
THE COMMONS MAASTRICHT B.V.,MAASTRICHT,47.012,703
THE COMMONS ROTTERDAM B.V.,ROTTERDAM,37.384,703
THE CONCERT HOTEL B.V.,AMSTERDAM,25.888,703
THE CONSCIOUS CLUB B.V.,AMSTERDAM,12.592,703
THE CONTENT CONVERSION COMPANY B.V.,AMERSFOORT,18.856,703
THE CONTRACTORS COMPANY B.V.,EDE GLD,126.672,703
THE COOKIE COMPANY B.V.,AMSTERDAM,19.612,703
THE COOL COMPANY B.V.,NIEUWEGEIN,15.396,703
THE COPPER ARCH B.V.,HILLEGOM,46.324,703
THE COTTON EXPRESS B.V.,"'S-GRAVENHAGE",13.200,703
THE COW COMPANY B.V.,ZWOLLE,24.456,703
THE CRE8ION.LAB B.V.,"'S-HERTOGENBOSCH",55.192,703
THE CREPERIE GROUP B.V.,BUNSCHOTEN-SPAKENBURG,54.620,703
THE CREW B.V.,NEDERHORST DEN BERG,47.312,703
THE CROSSING FACTORY B.V.,AMSTERDAM,184.512,703
THE CRUQUIUS OUTLET FACTORY B.V.,CRUQUIUS,18.804,703
THE DATA AGENCY HOLDING B.V.,NIEUWEGEIN,25.348,703
THE DATAFACTORY B.V.,VENRAY,13.756,703
THE DAYLIGHT B.V.,ZEEWOLDE,53.960,703
THE DIM SUM COMPANY B.V.,NIEUW-VENNEP,51.400,703
THE DJ COMPANY B.V.,GRONINGEN,46.792,703
THE DO GOOD ONLY COMPANY B.V.,SCHIEDAM,46.880,703
THE DOCKSIDE B.V.,LEMMER,6.648,703
THE DOWN TO EARTH COLLECTIVE B.V.,AMSTERDAM,9.760,703
THE DUKE OF OZ B.V.,LEIDEN,5.740,703
THE DUTCH BUSINESS SPORT AND RECREATION EXPLOITATION B.V.,SPIJK GEM WEST BETUWE,132.312,703
THE EATCLUB B.V.,ROTTERDAM,8.740,703
THE EDITOR V.O.F.,SITTARD,3.660,703
THE EET-TEAM B.V.,AMSTERDAM,9.624,703
THE ENGLISH CENTER B.V.,AMSTELVEEN,6.508,703
THE ENGLISH HATTER B.V.,AMSTERDAM,59.740,703
THE ENTERTAINMENT FACTORY AUDIOVISUEEL B.V.,IJSSELSTEIN UT,43.464,703
THE ETRAINING COMPANY B.V.,ZOETERMEER,8.148,703
THE EUROPEAN MARKETING GROUP B.V.,BERGEN OP ZOOM,124.512,703
THE EVENT ENGINEERS B.V.,HENGELO OV,94.708,703
THE EVENT SUPPORT COMPANY B.V.,UTRECHT,74.224,703
THE EVENT WAREHOUSE B.V.,SCHIJNDEL,57.824,703
THE EXCHANGE B.V.,AMSTERDAM,121.728,703
THE EXECUTIVE CONSULTING GROUP SEARCH & SELECTION B.V.,AMSTERDAM,24.028,703
THE EXECUTIVE NETWORK B.V.,WASSENAAR,109.088,703
THE FABULOUS SHAKER BOYS B.V.,AMSTERDAM,42.884,703
THE FAME GAME B.V.,AMSTERDAM,52.616,703
THE FAMILY HOLDING B.V.,MONNICKENDAM,4.036,703
THE FARM WESTZAAN B.V.,WESTZAAN,26.684,703
THE FASHION FACTORY B.V.,OUD-BEIJERLAND,4.068,703
THE FASHIONDISTRICT B.V.,BERGEN OP ZOOM,9.528,703
THE FAV B.V.,BEST,9.252,703
"THE FINNISH SEAMEN'S MISSION",ROTTERDAM,8.996,703
THE FIREFLIES B.V.,BREDA,35.700,703
THE FITNESS EXPERIENCE NAALDWIJK B.V.,NAALDWIJK,12.316,703
THE FITNESS LOUNGE LANSINGERLAND B.V.,BERKEL EN RODENRIJS,18.476,703
THE FLOATING HOSE DOCTORS B.V.,ROTTERDAM,15.524,703
THE FLORAL DESIGNERS B.V.,AMSTERDAM,21.072,703
THE FLYING DUTCHMAN @ WORK B.V.,SLIEDRECHT,121.376,703
THE FLYING PIG BEACH HOSTEL,NOORDWIJK ZH,7.520,703
THE FOOD LINE-UP B.V.,AMSTERDAM,145.272,703
THE FOODWORKS BEVERWIJK B.V.,BEVERWIJK,69.012,703
THE FORK B.V.,AMSTERDAM,32.948,703
THE FOX VOORBURG B.V.,VOORBURG,18.008,703
THE FRIENDLY HOST B.V.,AMSTERDAM,44.488,703
THE FUTURE FIRM B.V.,AMSTERDAM,36.060,703
THE GALLERY MOURMANS B.V.,MAASTRICHT,29.084,703
THE GAP PARTNERSHIP NETHERLANDS B.V.,AMSTERDAM,106.260,703
THE GIFT GROOTHANDEL B.V.,NOORD-SCHARWOUDE,55.192,703
THE GLASSHOUSE B.V.,OUD GASTEL,2.652,703
THE GLOBAL UITZEND- EN DETACHERING B.V.,UTRECHT,68.008,704
THE GLOBE MEETING CENTER B.V.,"'S-GRAVENHAGE",14.748,704
THE GOLDEN ARCH B.V.,SCHIPHOL,161.472,704
THE GOLDEN COFFEE BOX B.V.,BAARN,24.224,704
THE GOOD COMPANION B.V.,AMSTERDAM,9.708,704
THE GOOD GUYZ B.V.,HALFWEG,86.004,704
THE GOOD LIFE SUMATRA B.V.,AMSTERDAM,24.816,704
THE GOOD PLASTIC COMPANY B.V.,ALMERE,10.796,704
THE GRAND REAL ESTATE B.V.,AMSTERDAM,1.453.016,704
THE GREAT ESCAPE CENTER B.V.,ZWOLLE,26.784,704
THE GREEN CORNER B.V.,RIJNSBURG,24.592,704
THE GREEN ELEPHANT HOSTELS B.V.,MAASTRICHT,33.732,704
THE GREEN MEETING CENTER B.V.,ARNHEM,55.380,704
THE GUARDIAN 2.0 B.V.,HILVERSUM,17.340,704
THE GYM AMSTERDAM B.V.,AMSTERDAM,2.992,704
THE HAGUE EXECUTIVE CAMPUS B.V.,"'S-GRAVENHAGE",60.288,704
THE HAGUE TECH B.V.,"'S-GRAVENHAGE",11.424,704
THE HANGAR B.V.,TEUGE,44.612,704
THE HAPPY FOOD FAMILY B.V.,ZWAAG,4.360,704
THE HIGHLAND HOUSE B.V.,AMSTERDAM,14.392,704
THE HIGHLANDER HOTEL B.V.,AMSTERDAM,61.868,704
THE HOME OF RENEWABLE ENERGY B.V.,HOOFDDORP,8.072,704
THE HORSE STORE V.O.F.,GENDRINGEN,8.144,704
THE HOSPITALITIST FACILITY SERVICES B.V.,AMSTERDAM,212.568,704
THE HOSPITALITY B.V.,ROTTERDAM,113.672,704
THE HOSPITALITY GROUP B.V.,"'S-HERTOGENBOSCH",19.016,704
THE HOST FACILITY SERVICES B.V.,"'S-GRAVELAND",11.236,704
THE HOXTON (AMSTERDAM) B.V.,AMSTERDAM,757.808,704
THE HUC PROJECT B.V.,"'S-GRAVENHAGE",48.536,704
THE HUMAN SPECIALIST B.V.,ZWOLLE,177.924,704
THE HUNFELD B.V.,UTRECHT,18.296,704
THE IDEA-DRIVEN EQUITIES ANALYSES COMPANY B.V.,COTHEN,8.468,704
THE INSIDE B.V.,DEVENTER,782.636,704
THE INTERIM COMPANY SALARY UNIT B.V.,EINDHOVEN,4.668,704
THE INTERNATIONAL EXPLOITATIE B.V.,BADHOEVEDORP,77.248,704
THE INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS AND INSTITUTION S,"'S-GRAVENHAGE",130.412,704
THE INTERNATIONAL FLEXGROUP B.V.,NIJMEGEN,64.848,704
THE INTRODUCTION B.V.,AMSTERDAM,17.008,704
THE INVISIBLE PARTY B.V.,AMSTERDAM,11.108,704
THE IRISH ELK B.V.,DEVENTER,10.476,704
THE JANSENS B.V.,AMSTERDAM,2.188,704
THE JIM FITNESS B.V.,ROTTERDAM,18.580,704
THE JOHO COMPANY B.V.,"'S-GRAVENHAGE",91.832,704
THE JUICE HOUSE B.V.,CUIJK,149.448,704
THE KNOTT B.V.,"'S-GRAVENHAGE",12.344,704
THE KNOWLEDGE OPLEIDINGSCENTRUM BV,TILBURG,79.968,704
THE KNOWLEDGE UITZENDORGANISATIE BV,TILBURG,80.992,704
THE KNOWLEDGE UITZENDORGANISATIE BV,TILBURG,30.044,704
THE KNOWLEDGE UITZENDORGANISATIE BV,TILBURG,26.524,704
THE KOOPLES NETHERLANDS B.V.,AMSTERDAM,39.676,704
THE LAKE HOUSE SNEEK B.V.,SNEEK,1.792,704
THE LEAN SIX SIGMA COMPANY GROUP B.V.,ROTTERDAM,16.408,704
THE LEAN SIX SIGMA COMPANY B.V.,ROTTERDAM,76.112,704
THE LIGHTNING B.V.,HAARLEM,5.816,704
THE LOCALS B.V.,HAARLEM,8.688,704
THE LOGIC FACTOR B.V.,"'S-HERTOGENBOSCH",129.104,704
THE LOUNGE B.V.,HAARLEM,10.244,704
THE MAGNIFICENT 8 B.V.,AMSTERDAM,291.504,704
THE MAINTENANCE COMPANY HANDYMAN B.V.,AMERSFOORT,82.128,704
THE MAKER STORE B.V.,AMSTERDAM,3.660,704
THE MAKERS B.V.,BREDA,161.872,704
THE MANDARIN GARDEN B.V.,EINDHOVEN,20.888,704
THE MANDARIN HOTEL B.V.,EINDHOVEN,138.572,704
THE MC ESCHER COMPANY B.V.,BAARN,18.968,704
THE MCDEVITT NETHERLANDS B.V.,AMSTERDAM,31.584,704
THE MEDIA NANNY B.V.,AMSTERDAM,22.688,704
THE MERCENARY FINANCIAL SERVICES B.V.,AMSTERDAM,3.292,704
THE MILL DIAMONDS C.V.,AMSTERDAM,5.756,704
THE MOVIES AMSTERDAM B.V.,AMSTERDAM,91.012,704
THE MOVING COMPANY AMSTERDAM B.V.,AMSTELVEEN,7.232,704
THE MYERS-BRIGGS COMPANY LIMITED,AMSTERDAM,47.756,704
THE NATURAL HEALTH COMPANY DE MUNT B.V.,AMSTERDAM,6.544,704
THE NETHERLANDS-BRITISH CHAMBER OF COMMERCE,"'S-GRAVENHAGE",14.268,705
"THE NEW BOYS' NETWORK B.V.",AMSTERDAM,57.008,705
THE NEW BRIDE B.V.,BARNEVELD,15.820,705
THE NEW ENGLISH BOOKSTORE DISCOUNTERS B.V.,PURMEREND,6.808,705
THE NEW SHOECOMPANY B.V.,WAALWIJK,5.516,705
THE NEW WAYS B.V.,AMSTERDAM,39.072,705
THE NEX B.V.,CASTRICUM,6.040,705
THE NEXT ORGANIZATION B.V.,BUSSUM,98.264,705
THE NEXT WEB B.V.,AMSTERDAM,355.172,705
THE NOMAD COMPANY B.V.,DE MEERN,19.268,705
THE OCEAN CLEANUP OPERATIONS B.V.,ROTTERDAM,554.908,705
THE ODDSHOP B.V.,AMSTERDAM,171.780,705
THE OFFICE MENTOR B.V.,NIEUW-VENNEP,9.756,705
THE OFFICE SERVICE B.V.,AMSTERDAM,20.804,705
THE OLD BELL B.V.,AMSTERDAM,59.120,705
THE OLD PAL B.V.,ZOETERMEER,25.384,705
THE OLD SCHOOL BARBER ACADEMY B.V.,ROTTERDAM,45.044,705
THE OMNI CLEANING COMPANY GROUP BENELUX B.V.,AMSTERDAM,977.716,705
THE OMNI GROUP FACILITY MANAGEMENT BENELUX B.V.,AMSTERDAM,48.708,705
THE ONLINE COMPANY B.V.,AMSTERDAM,216.804,705
THE ORGANIC VILLAGE B.V.,AMSTERDAM,4.384,705
THE ORIGINAL CHINESE PALACE V.O.F.,ALPHEN AAN DEN RIJN,27.192,705
THE OTHERS B.V.,AMERSFOORT,143.336,705
THE OTHERS ONLINE B.V.,AMERSFOORT,16.148,705
THE OUTPOST B.V.,SOEST,2.824,705
THE OVAL OFFICE NETHERLANDS B.V.,AMSTERDAM,148.092,705
THE O-ZONE (OAKLEY) AMSTERDAM B.V.,AMSTERDAM,12.568,705
THE PALACE B.V.,UTRECHT,16.356,705
THE PANCAKE BAKERY B.V.,AMSTERDAM,156.096,705
THE PANCAKE DAILY B.V.,AMSTERDAM,17.852,705
THE PEANUT BAR B.V.,MIJDRECHT,1.288,705
THE PEOPLE COMPANY ZUID-HOLLAND B.V.,BORN,9.968,705
THE PEPIN PRESS B.V.,AMSTERDAM,20.744,705
THE PEPPERMINT COMPANY B.V.,ENSCHEDE,220.652,705
THE PEPR COMPANY B.V.,MAASTRICHT,32.308,705
THE PETFOOD COMPANY B.V.,WEERT,824,705
THE PHONE HOUSE ZEVENBERGEN B.V.,ZEVENBERGEN,42.192,705
THE PLAYING CIRCLE STUDIO B.V.,AMSTERDAM,42.756,705
THE PLUGGED GROUP B.V.,BREDA,17.956,705
THE PLUMBERS BIJ DE HANDTE LOODGIETERS B.V.,DIEMEN,58.120,705
THE POOLBAR B.V.,AMSTERDAM,11.312,705
THE POST B.V.,ZWOLLE,44.232,705
THE POTATO COMPANY B.V.,EMMELOORD,48.412,705
THE POWER COMMUNITY B.V.,VEENENDAAL,3.348,705
THE POWER COMMUNITY VEENENDAAL B.V.,VEENENDAAL,4.840,705
THE POWERSHOP NEDERLAND B.V.,RAALTE,183.132,705
THE PRESENTATION FACTORY,BREDA,2.232,705
THE PRODUCTION FACTORY B.V.,ARNHEM,85.796,705
THE PROJECT COMPANY B.V.,EINDHOVEN,23.384,705
THE PUB AND CHURCHILL B.V.,MADE,22.348,705
THE PUBLISHING FACTORY B.V.,GRONINGEN,37.776,705
THE RAT PACK B.V.,WASSENAAR,45.112,705
THE REAL ESTATE COMPANY B.V.,"'S-GRAVENHAGE",20.676,705
THE REAL GYM B.V.,BILTHOVEN,22.724,705
THE RENTAL GROUP B.V.,AMSTERDAM,97.216,705
THE RIVER YACHTING CLUB HOLDING 2 B.V.,PAPENDRECHT,11.064,705
THE ROOKIE MINDS B.V.,UTRECHT,110.872,705
THE ROOM B.V.,AMSTELVEEN,35.780,705
THE ROUGH CHEF B.V.,"'S-GRAVENHAGE",20.080,705
THE ROUGH KITCHEN B.V.,AMSTERDAM,11.828,705
THE SALES UNIT B.V.,HAARLEM,139.908,705
THE SANDWICH COMPANY B.V.,UTRECHT,9.688,705
THE SCHOOL TOUR COMPANY NEDERLAND B.V.,MILSBEEK,16.600,705
THE SCHUUR B.V.,HULST,6.168,705
THE SCOUT GROUP B.V.,AMSTERDAM,3.668,705
THE SEA FOOD MARKET B.V.,ROTTERDAM,46.448,705
THE SEAFOOD BAR OFFICE B.V.,AMSTERDAM,112.932,705
THE SEAFOOD SHOP LEIDSESTRAAT B.V.,AMSTERDAM,33.016,705
THE SEARCH COMPANY B.V.,EINDHOVEN,60.276,705
THE SEARCHERS NV,BREDA,12.600,705
THE SEAWEED COMPANY B.V.,SCHIEDAM,11.356,705
THE SECURITY COMPANY SECURITY B.V.,UTRECHT,132.264,705
THE SECURITY COMPANY UTRECHT HOLLANDHOLDING B.V.,UTRECHT,34.228,706
THE SHENZHEN HONNI SOCIAL MARKETING CO B.V.,AMSTERDAM,38.052,706
THE SHIRTMAKERS B.V.,HOEVELAKEN,75.424,706
THE SHOEGE B.V.,"'S-HERTOGENBOSCH",35.512,706
THE SIGN HOUSE B.V.,AMSTERDAM,7.420,706
THE SIGNATURE OF THAI FOOD ALPHEN AAN DEN RIJN B.V.,ALPHEN AAN DEN RIJN,14.740,706
THE SILVER ARCH B.V.,SCHIPHOL,360.380,706
THE SIX WISE MEN B.V.,ALMERE,7.460,706
THE SMART PRODUCTS COMPANY B.V.,WEESP,3.176,706
THE SNIFFERS B.V.,TRICHT,21.916,706
THE SOCIAL BAKERY B.V.,ROTTERDAM,11.812,706
THE SOCIAL MEDWORK B.V.,AMSTERDAM,40.528,706
THE SOCIETY SHOP B.V.,UITHOORN,456.284,706
THE SPACE B.V.,VEGHEL,16.756,706
THE SQUARE MILE PRIVATE SECTOR TRAINING B.V.,LEIDEN,27.648,706
THE SR GROUP (NETHERLANDS) B.V.,AMSTERDAM,162.312,706
THE SR PROJECTS (NETHERLANDS) B.V.,AMSTERDAM,14.236,706
THE STAMP B.V.,"'S-HERTOGENBOSCH",40.368,706
THE STANDARD BY TER MARSCH B.V.,AMSTERDAM,49.240,706
THE STEEL ARCH B.V.,VOORHOUT,59.844,706
THE STUDENT HOTEL AMSTERDAM B.V.,AMSTERDAM,114.824,706
THE STUDENT HOTEL DEN HAAG B.V.,"'S-GRAVENHAGE",44.396,706
THE STUDENT HOTEL ROTTERDAM B.V.,ROTTERDAM,50.692,706
THE SUNFLOWER ALMERE B.V.,ALMERE,8.296,706
THE SUNFLOWER AMSTELVEEN B.V.,AMSTELVEEN,7.108,706
THE SUNFLOWER DIEMEN B.V.,DIEMEN,12.960,706
THE SUNFLOWER HILVERSUM B.V.,HILVERSUM,7.344,706
THE SUNFLOWER HOOFDDORP B.V.,AMSTERDAM,11.596,706
THE SUNFLOWER KINKER B.V.,AMSTERDAM,10.640,706
THE SUNFLOWER LEIDSE B.V.,AMSTERDAM,10.704,706
THE SUNFLOWER NOORD B.V.,AMSTERDAM,15.388,706
THE SUNFLOWER OOST B.V.,AMSTERDAM,9.068,706
THE SUNFLOWER OSDORP B.V.,AMSTERDAM,10.600,706
THE SUNFLOWER VAN WOU B.V.,AMSTERDAM,6.912,706
THE SUNFLOWER ZAANDAM B.V.,ZAANDAM,9.940,706
THE SUNFLOWER ZUID B.V.,AMSTERDAM,9.332,706
THE SUPPLIERS B.V.,SOEST,26.640,706
THE SUPPLY GROUP B.V.,NIEUWKUIJK,9.704,706
THE SUSHI LOUNGE B.V.,"'S-HERTOGENBOSCH",23.140,706
THE SWAEN B.V.,KLOOSTERZANDE,184.460,706
THE TALENT INSTITUTE B.V.,AMSTERDAM,154.944,706
"THE TASTE OF RICHARD, CHEF ON THE ROAD",NIJKERK GLD,1.864,706
THE TIRE STATION B.V.,AMSTERDAM,138.992,706
THE TOBACCO EXPERIENCE B.V.,AMSTERDAM,29.512,706
THE TOSTI CLUB B.V.,BREDA,36.336,706
THE TR8 COMPANY B.V.,AMSTERDAM,62.036,706
THE TRAVEL CLUB B.V.,GIETHOORN,193.188,706
THE TRAVEL CLUB REISBUREAU B.V.,GIETHOORN,95.940,706
THE TRAVEL COMPANY DIRECT B.V.,ALMERE,61.640,706
THE TWELVE B.V.,AMSTERDAM,11.376,706
THE UNIT B.V.,VLEUTEN,10.048,706
THE UPTOWN MEAT CLUB B.V.,AMSTERDAM,75.888,706
THE URBAN FUTURE B.V.,TILBURG,15.472,706
THE USUAL HOTELS GROUP B.V.,"'S-GRAVENHAGE",20.516,706
THE VALLEY B.V.,AMSTERDAM,220.480,706
THE VICTORY REMBRANDTPLEIN B.V.,AMSTERDAM,64.172,706
THE VILLAGE LEIDSCHENDAM B.V.,"'S-GRAVENHAGE",22.328,706
THE VINTAGE STORE B.V.,CRUQUIUS,18.008,706
THE VISION COMPANY B.V.,"'S-GRAVENHAGE",436,706
THE VITAL COMPANY B.V.,ALMELO,42.240,706
THE WASTE TRANSFORMERS INVESTMENTS B.V.,HAARLEM,36.072,706
THE WAX BAR B.V.,ROTTERDAM,33.912,706
THE WAXING COMPANY B.V.,ALMERE,36.920,706
THE WEB BAR AMSTERDAM B.V.,AMSTERDAM,27.096,706
THE WEBMEN B.V.,APELDOORN,46.856,706
THE WHEELHOUSE B.V.,AMSTERDAM,6.652,706
THE WOLF BOOKINGS B.V.,ALMERE,43.808,706
THE WORKOUT LAB B.V.,AMSTERDAM,7.756,706
THE WORKS EVENTS B.V.,BEEK LB,47.712,706
THE WUNDERKAMMER B.V.,AMSTERDAM,24.832,706
THE YARD V.O.F.,VEGHEL,1.964,706
THE ZOO CATERING B.V.,HEINENOORD,92.624,706
THE ZOO EVENTS B.V.,HEINENOORD,76.508,707
THEARENT B.V.,HAZERSWOUDE-DORP,291.436,707
THEATER B.V.,IJZENDIJKE,31.912,707
THEATER DE WILLEM B.V.,PAPENDRECHT,21.476,707
THEATER HOTEL VENLO B.V.,VENLO,18.664,707
THEATER TECHNISCH LAB B.V.,WEESP,5.676,707
THEATER TOOMLER B.V.,AMSTERDAM,16.296,707
THEATER.NL B.V.,NIJMEGEN,49.456,707
THEATERBUREAU DE MANNEN B.V.,AMSTERDAM,37.500,707
THEATERCAFE PODIUM MOZAIEK B.V.,AMSTERDAM,79.344,707
"THEATERCAFE 'T REGTHUIS V.O.F.",OOSTZAAN,3.340,707
"THEATERCAFE-RESTAURANT ""DE SMOESHAAN"" B.V.",AMSTERDAM,62.700,707
THEATERHANGAAR B.V.,AMSTERDAM,75.148,707
THEATERHOTEL DE ORANJERIE B.V.,ROERMOND,394.172,707
THEATERKASSA MIDDEN DELFLAND B.V.,DELFT,33.336,707
THEATER-RESTAURANT DE KOEPOORT C.V.,MIDDELBURG,8.144,707
THEBOXSYSTEM B.V.,MADE,11.388,707
THECLA BODEWES SHIPREPAIR B.V.,MEPPEL,77.568,707
THECLA BODEWES SHIPYARDS HARLINGEN B.V.,HARLINGEN,55.168,707
THECLA BODEWES SHIPYARDS KAMPEN B.V.,KAMPEN,291.392,707
THEEHUIS DE KARMELIET B.V.,ZENDEREN,7.288,707
THEELEN,BEST,8.160,707
THEFACTOR.E B.V.,GRONINGEN,346.756,707
THEIJE,ZUIDDORPE,6.224,707
THEIJSMEIJER,LANGBROEK,12.780,707
THEISSEN,WINTERSWIJK,8.280,707
THEKOBUR B.V.,RIJSWIJK ZH,76.560,707
THEMA GROUP B.V.,UDEN,37.688,707
THEMA STAND- EN BOUWSERVICE B.V.,ROSSUM GLD,14.504,707
THEMAHOTEL DE TOVENAARSBERG B.V.,APPINGEDAM,25.856,707
THEO FAASSEN DETACHERING N.V.,VENLO,136.172,707
THEO MEIJER SPORT VOF,LEUSDEN,31.980,707
THEO OPTIEK V.O.F.,ZEVENAAR,3.480,707
THEO SCHUT AUTOSCHADEBEDRIJF B.V.,HUISSEN,8.504,707
